GeneID	Base	mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene	name
FBgn0038149	1500.13264166384	1.01091144748191	0.102077374942049	9.90338405602438	4.02422768795698e-23	6.27560015992855e-21	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0031322	580.287432493937	-1.32754155472261	0.134839004944959	-9.84538231548438	7.17658515437654e-23	1.07988720822961e-20	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0001225	607.720282537841	1.22164287869086	0.125002597154287	9.77293997486325	1.47119688581943e-22	2.17559580856435e-20	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0002868	158.212301712193	-1.71122707308258	0.175735426531927	-9.73751910387679	2.08584361867296e-22	3.03225096904373e-20	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0039464	1233.51291620627	1.00615143225754	0.103512299678404	9.7201147630136	2.47502385409885e-22	3.53804659943431e-20	chr3R	26949691	26958491	-	protein_coding	CG6330
FBgn0265276	224.663354981489	1.58372312430796	0.163621021038568	9.67921550822406	3.69540615002445e-22	5.19598336864914e-20	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0000406	390.717673301672	-1.70769202129996	0.177818558719331	-9.60356463126766	7.72263934773456e-22	1.06833996266967e-19	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0030041	123.444757780033	-1.97687245187781	0.208613835098382	-9.47622889414561	2.63638949681884e-21	3.58925598638337e-19	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0033367	22435.8857439276	1.26425708522546	0.136222371391942	9.28083304017595	1.68158621392156e-20	2.21891768566234e-18	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0036985	2821.01714978609	-1.21294629483744	0.13299886053624	-9.11997508810935	7.5141600288929e-20	9.61924635340514e-18	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0039257	841.703273747529	-1.01387326590638	0.111675057096774	-9.07877991974324	1.09798701324664e-19	1.38491685479653e-17	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0039479	253.814343944181	1.31825102273627	0.145754088598253	9.04435021627288	1.50557921324164e-19	1.87150042202516e-17	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0063498	486.275387655391	-1.2508957414737	0.138577331917994	-9.02669811981911	1.76929664928282e-19	2.16789390869983e-17	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0037153	194.581109820095	1.47261646432941	0.16378720919947	8.9910345962118	2.44913939497492e-19	2.95862937897182e-17	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0051642	156.188390840951	1.60375790718999	0.179215434241755	8.94877114783863	3.59461532794056e-19	4.2820855094092e-17	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0263232	437.725089776099	1.18650640959454	0.134266949548044	8.83692087731527	9.83927724423162e-19	1.12521974565033e-16	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0032004	1440.4614931961	-1.08846556495142	0.123891463558961	-8.78563811971926	1.55479378220603e-18	1.7546666144712e-16	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0031327	1120.97146634239	1.10350280678349	0.126261658330547	8.73980922929567	2.33504392222495e-18	2.5676502206312e-16	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0034389	170.98243656895	-1.60944593661534	0.185048544205873	-8.69742555134493	3.39498330919651e-18	3.63984648037231e-16	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0033635	3795.15809254957	1.07611561535751	0.125561286660239	8.57044112863717	1.03089375937234e-17	1.07828972855324e-15	chr2R	11436242	11442216	+	protein_coding	CG7777
FBgn0034885	239.473728528039	1.36090679256779	0.159278422285543	8.54420060821583	1.2942904174026e-17	1.30601516588966e-15	chr2R	23607591	23614710	-	protein_coding	CG4019
FBgn0032598	472.928539647033	1.02358378388926	0.123126406783544	8.31327584901194	9.30957769874253e-17	8.97171324967581e-15	chr2L	16738849	16742610	+	protein_coding	ChLD3
FBgn0000116	957.325638200019	1.08050079897231	0.132651394827318	8.14541603862422	3.77980040878692e-16	3.60214978957394e-14	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0261284	76.284719413893	1.67303519611751	0.206693720723341	8.09427199947146	5.76078350879983e-16	5.37067827771479e-14	chrX	6986485	6987188	+	protein_coding	bou
FBgn0023549	266.291250446855	-1.30846261532281	0.163171653412339	-8.01893336225681	1.0666735121755e-15	9.83748248809598e-14	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0034438	108.799017371315	1.45443696212133	0.187558036229915	7.75459687762158	8.86245471935538e-15	7.83642001318671e-13	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0031703	131.451280028389	-1.48939298900239	0.192463620682759	-7.7385688979497	1.00542061548866e-14	8.79948226433288e-13	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0052625	223.149384687079	1.3200529117641	0.171522776229583	7.69607944076891	1.40304600575489e-14	1.21554803953128e-12	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0038198	92.4167183825659	1.63152954582761	0.212437319451252	7.68005146196543	1.59024693211667e-14	1.35045029076878e-12	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0050463	64.9163364713626	1.65857012208197	0.216007226957335	7.67830847812127	1.61202935334002e-14	1.3555270356468e-12	chr2R	16673234	16732916	-	protein_coding	CG30463
FBgn0000567	378.817044431818	-1.1195175657535	0.146073526065124	-7.66406888305267	1.80133203150197e-14	1.50000241108664e-12	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0037646	60.0029670852898	-1.69205017803084	0.221355007521083	-7.6440564728118	2.10483018777254e-14	1.71934557338334e-12	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0038528	230.918983839902	1.20404345235462	0.158130678695577	7.61423059893754	2.65266839013482e-14	2.14373389286207e-12	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0033065	44.6514607786079	1.73212244907444	0.228362868385506	7.58495661453332	3.32598338703095e-14	2.61359703882336e-12	chr2R	6173683	6176195	+	protein_coding	Cyp6w1
FBgn0024984	175.211555069473	1.21628653134436	0.163447140076218	7.4414671971451	9.95731110775668e-14	7.29947498899393e-12	chrX	2187819	2188919	+	protein_coding	CG3457
FBgn0034718	715.336394752894	1.17897980652209	0.159261455010041	7.40279439521484	1.33348134451127e-13	9.6926012642993e-12	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0043364	1691.88322062996	-1.02576898751021	0.139369714596296	-7.36005659824652	1.83832268516712e-13	1.30308212154367e-11	chr2L	476445	479688	-	protein_coding	cbt
FBgn0004396	3535.47792517561	1.00077246050143	0.137583211486103	7.27394316277111	3.49142935257753e-13	2.35795193362658e-11	chr3L	15535394	15553214	+	protein_coding	CrebA
FBgn0035344	114.250751414324	-1.31358057811609	0.184603458248605	-7.11568781310203	1.11356093316721e-12	7.02280303218763e-11	chr3L	2476258	2478448	-	protein_coding	Cyp4d20
FBgn0267635	260.399719794338	1.0757063665906	0.152884030148795	7.0360937342093	1.97703965742802e-12	1.21121922441144e-10	chr3L	20404269	20407558	+	lincRNA	CR45973
FBgn0031547	388.817530628485	-1.19640518872156	0.171060260891484	-6.99405684573652	2.67049271931847e-12	1.6090902455531e-10	chr2L	3522520	3524056	-	protein_coding	Sr-CIV
FBgn0032638	187.693662653249	-1.21180216826841	0.174260979497193	-6.95395017154673	3.55197112194566e-12	2.08666139129643e-10	chr2L	17454262	17455923	-	protein_coding	SPH93
FBgn0033775	68.2280184210986	1.44850679242204	0.208552551588098	6.94552419230482	3.77057600864435e-12	2.18456034282095e-10	chr2R	12840812	12842558	-	protein_coding	Cyp9h1
FBgn0033782	232.610601304925	-1.16115727507986	0.168021361260073	-6.91077173980612	4.82024131010059e-12	2.7021705697211e-10	chr2R	12924566	12930644	+	protein_coding	sug
FBgn0039640	107.433794690023	-1.3391964552267	0.194197064376873	-6.89606951332569	5.34610430375984e-12	2.95829268473214e-10	chr3R	29138661	29145787	+	protein_coding	CG14516
FBgn0267252	158.761822995154	-1.15948773047772	0.1691756769476	-6.85374961340845	7.19389534024317e-12	3.95525899572216e-10	chr2L	9256562	9302494	+	protein_coding	Ggamma30A
FBgn0031258	214.375233367863	-1.1282910434978	0.165341575340063	-6.82400080667677	8.85393841725199e-12	4.77611508206103e-10	chr2L	458875	472200	-	protein_coding	CG4297
FBgn0030598	55.962610051466	1.49070258849513	0.21888066317938	6.81057233124997	9.72112210352978e-12	5.21112901762344e-10	chrX	14919251	14923493	-	protein_coding	CG9503
FBgn0035727	100.156222319451	1.2937709227749	0.190246109721545	6.80051184577981	1.04248098542774e-11	5.41900570425072e-10	chr3L	6971578	6972467	-	protein_coding	CG10063
FBgn0033724	225.413467052635	1.1784177835389	0.174784241985173	6.74212829574682	1.56083161652764e-11	7.96860284223666e-10	chr2R	12383044	12384520	+	protein_coding	CG8501
FBgn0263041	161.688908188167	-1.26263198901629	0.196742244415612	-6.41769637612254	1.38351835976239e-10	6.02357206684368e-09	chr3R	15637167	15638181	+	protein_coding	CG43336
FBgn0020248	52.4733609427989	1.35067243057816	0.217029696738267	6.22344522835987	4.86354654333364e-10	1.95843374188604e-08	chr3L	1475437	1489547	-	protein_coding	stet
FBgn0031548	79.9281559638276	-1.30435732286841	0.213233984963711	-6.11702362121307	9.53392390951431e-10	3.73390252839745e-08	chr2L	3525130	3527588	+	protein_coding	CG8852
FBgn0034391	97.2436869884519	1.18679783671296	0.196558692017297	6.03788021039802	1.56151912089835e-09	5.90081499433563e-08	chr2R	18783298	18794594	+	protein_coding	CG15080
FBgn0000079	236.498989025006	-1.02473288049867	0.170172942380645	-6.02171453442074	1.72579077897026e-09	6.49215241720522e-08	chr2R	17118635	17120303	-	protein_coding	Amy-p
FBgn0003447	54.9655601749589	1.29585522712301	0.220322954964774	5.88161695330472	4.06277713470302e-09	1.4580100202656e-07	chrX	7964023	7986601	+	protein_coding	sn
FBgn0039593	63.8120696049177	1.27648735625205	0.217457368376469	5.8700579602442	4.35642812675821e-09	1.54401173732253e-07	chr3R	28670703	28672021	+	protein_coding	CG9989
FBgn0265512	100.676629581873	-1.27172231327484	0.221932797389325	-5.73021350712725	1.00304302560655e-08	3.41392858358229e-07	chr2R	10155915	10158931	-	protein_coding	mlt
FBgn0030326	208.729032298503	-1.00807339349834	0.176278342979395	-5.7186457307247	1.07376402992643e-08	3.62585593884998e-07	chrX	11704309	11705300	-	protein_coding	CG2444
FBgn0039485	86.6891794029857	1.09654813732813	0.1958536049605	5.59881518417433	2.15821729202842e-08	7.17481771849914e-07	chr3R	27101405	27102917	+	protein_coding	CG17189
FBgn0025836	128.465533359649	-1.04880362974728	0.189859577061996	-5.52410179131923	3.311754297347e-08	1.07188364559793e-06	chrX	127448	140340	+	protein_coding	RhoGAP1A
FBgn0033368	96.3515926874842	1.03474380750586	0.198671305905929	5.20832036004139	1.90557714322106e-07	5.50307581057476e-06	chr2R	9044849	9060608	-	protein_coding	CG13743
FBgn0037223	37.0078320042312	-1.16170579696179	0.229739291524299	-5.05662653198757	4.26737770859041e-07	1.19222471031205e-05	chr3R	4243605	4245511	+	pseudogene	TwdlU
FBgn0010223	81.723829756862	-1.00079078319839	0.198606459775159	-5.03906461215501	4.67812547741872e-07	1.2860346865327e-05	chr3L	16662556	16667934	-	protein_coding	Galphaf
FBgn0063667	19.1507594687134	1.14107019125367	0.230914941383082	4.94151735881251	7.75169133464422e-07	2.03945572322833e-05	chr3L	1201870	1203036	-	protein_coding	CG32335
FBgn0002609	62.3327742779074	-1.05672228093232	0.214592904312545	-4.92431138074001	8.46579411312758e-07	2.20033685176652e-05	chr3R	26021822	26023127	+	protein_coding	E(spl)m3-HLH
FBgn0037678	50.8593837148193	1.11235790371265	0.226444268103145	4.91228112343289	9.00228524945297e-07	2.32568074049874e-05	chr3R	9330884	9331885	-	protein_coding	CG16749
FBgn0250904	41.4422426564039	1.08291127887232	0.223764990838342	4.83950270690318	1.30164418654864e-06	3.21734933372555e-05	chrX	5614553	5616370	-	protein_coding	CG34434
FBgn0264343	57.1566285386695	1.03605483088157	0.216472067907934	4.7860901449983	1.70061697415142e-06	4.15561019581103e-05	chr2L	7227733	7228641	+	protein_coding	CG43799
FBgn0038237	43.4095878061772	-1.1058927041543	0.232871212206998	-4.7489455380654	2.04479993876914e-06	4.89895225553714e-05	chr3R	14513900	14558304	-	protein_coding	Pde6
FBgn0020376	61.5415395908162	-1.03815791454899	0.219866662091269	-4.72176138335167	2.33810897924835e-06	5.50932986676184e-05	chr2L	4120342	4121627	+	protein_coding	Sr-CIII
FBgn0028939	31.5876850119852	-1.09102393930604	0.232323700484826	-4.6961370580325	2.65127677688109e-06	6.17934807481226e-05	chr2L	13980125	13983269	+	protein_coding	NimC2
FBgn0036560	27.7142410668605	1.08900000107776	0.232752688074312	4.67878592547152	2.88578541702912e-06	6.6715314075091e-05	chr3L	16035484	16037227	+	protein_coding	CG5895
FBgn0035710	26.1617709383304	1.04897852055404	0.232922108631771	4.50355926586761	6.68247206915657e-06	0.000143648027411418	chr3L	6689326	6703521	-	protein_coding	SP1173
FBgn0035523	70.9981974167003	1.00481918902703	0.223762532978875	4.49056048682597	7.10359980925658e-06	0.000152318938909984	chr3L	4277961	4281585	+	protein_coding	CG1311
FBgn0038261	44.270576613608	1.0062635944706	0.224124341056409	4.48975595300174	7.13048208116589e-06	0.000152514076833316	chr3R	14798985	14801163	+	protein_coding	CG14856
FBgn0039178	23.5500555752701	1.04091737039891	0.232626396559524	4.47463136511492	7.65432554625828e-06	0.000162906079926197	chr3R	24283954	24288617	+	protein_coding	CG6356
FBgn0034636	24.7705189916857	-1.02853105664657	0.232167805833754	-4.43011921033986	9.41810111817103e-06	0.000195118486209065	chr2R	21560245	21576035	-	protein_coding	CG10440
